PSP_Code,Hierarchieebene,Vorgangsname,Subtitel,Nr,Einmalige_Nr,Dauer,Gliederungsebene,Vorgänger,Anfangstermin,Endtermin,Meilenstein,Sammelvorgang,Personen,Geschoss,Text3,Gewerk,Text5,Text6,Material;;;;;;;;;;;;;
1.1.1.4,Subtitel 3,Bestandesaufnahmen,Terminprogramm Ausführung - Bauvorbereitungen - Baustelleneinrichtung & Bauwerksüberwachung,11,18005,9,4,,2021-12-13 08:00,2021-12-23 17:00,Nein,Ja,,,,,,,;;;;;;;;;;;;;
1.1.1.4.1,Vorgang,Nachbarsgebäude,Terminprogramm Ausführung - Bauvorbereitungen - Baustelleneinrichtung & Bauwerksüberwachung - Bestandesaufnahmen,12,18004,7,5,,2021-12-13 08:00,2021-12-21 17:00,Nein,Nein,,,,101 Bestandesaufnahmen,,,;;;;;;;;;;;;;
1.1.1.4.2,Vorgang,Monitoring Gleisanlage,Terminprogramm Ausführung - Bauvorbereitungen - Baustelleneinrichtung & Bauwerksüberwachung - Bestandesaufnahmen,13,18014,2,5,12,2021-12-22 08:00,2021-12-23 17:00,Nein,Nein,,,,101 Bestandesaufnahmen,,,;;;;;;;;;;;;;
1.1.1.4.3,Vorgang,Setzungsmass,Terminprogramm Ausführung - Bauvorbereitungen - Baustelleneinrichtung & Bauwerksüberwachung - Bestandesaufnahmen,14,18015,1,5,12AA+5t,2021-12-20 08:00,2021-12-20 17:00,Nein,Nein,,,,101 Bestandesaufnahmen,,,;;;;;;;;;;;;;
1.1.1.5,Vorgang,Abschluss Verkehrsplanug,Terminprogramm Ausführung - Bauvorbereitungen - Baustelleneinrichtung & Bauwerksüberwachung,15,18007,0,4,,2021-12-13 08:00,2021-12-13 08:00,Ja,Nein,,,,000 Sonstiges,,,;;;;;;;;;;;;;
1.1.2,Subtitel 2,Bauvorbereitung & Werkleitungen fremde Gewerke,Terminprogramm Ausführung - Bauvorbereitungen,16,3444,306,3,,2021-12-15 17:00,2023-03-07 17:00,Nein,Ja,,,,,,,;;;;;;;;;;;;;
1.1.2.1,Subtitel 3,Etappe: Baubeginn vereinfacht,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke,17,18021,16,4,,2021-12-15 17:00,2022-01-17 17:00,Nein,Ja,,,,,,,;;;;;;;;;;;;;
1.1.2.1.1,Vorgang,Bewilligung: Abbruchbewilligung für EL.,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Etappe: Baubeginn vereinfacht,18,18020,0,5,15EA+3t,2021-12-15 17:00,2021-12-15 17:00,Ja,Nein,,,,000 Sonstiges Stadt,,,;;;;;;;;;;;;;
1.1.2.1.2,Vorgang,Bewilligung & Bestellung: Bauwasserbezug,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Etappe: Baubeginn vereinfacht,19,18026,0,5,18AA,2021-12-15 17:00,2021-12-15 17:00,Ja,Nein,,,,000 Sonstiges Stadt,,,;;;;;;;;;;;;;
1.1.2.1.3,Vorgang,Grabenarbeiten: Wasserleitung Inkl. Schieber ET.1,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Etappe: Baubeginn vereinfacht,20,18022,3,5,14EA+2t,2021-12-23 08:00,2022-01-05 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.1.4,Vorgang,Versetzen: Bauprov. Wasser Hydrant 3 für ET.1,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Etappe: Baubeginn vereinfacht,21,18023,1,5,20,2022-01-06 08:00,2022-01-06 17:00,Nein,Nein,,,,240 EWL,,,;;;;;;;;;;;;;
1.1.2.1.5,Vorgang,Grabenarbeiten: Bauprov. EL-Fundation,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Etappe: Baubeginn vereinfacht,22,18024,2,5,20AA,2021-12-23 08:00,2022-01-04 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.1.6,Vorgang,Versetzen: Kabelblock CKW,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Etappe: Baubeginn vereinfacht,23,18025,1,5,22,2022-01-05 08:00,2022-01-05 17:00,Nein,Nein,,,,230 CKW,,,;;;;;;;;;;;;;
1.1.2.1.7,Vorgang,Grabenarbeiten: Schmutzwasserleitung,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Etappe: Baubeginn vereinfacht,24,18029,1,5,20AA,2021-12-23 08:00,2021-12-23 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.1.8,Vorgang,Versetzen: Schmutzwasserleitung,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Etappe: Baubeginn vereinfacht,25,18030,1,5,24,2022-01-04 08:00,2022-01-04 17:00,Nein,Nein,,,,noch offen,,,;;;;;;;;;;;;;
"1.1.2.1.9,Vorgang,""Grabenarbeiten: Telefon, TV, Multimedia etc."",Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Etappe: Baubeginn vereinfacht,26,18031,1,5,25,2022-01-05 08:00,2022-01-05 17:00,Nein,Nein,,,,201 Tiefbau,,,";;;;;;;;;;;;;
1.1.2.1.10,Vorgang,Versetzen: Swisscom & Cablecom,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Etappe: Baubeginn vereinfacht,27,18028,1,5,26,2022-01-06 08:00,2022-01-06 17:00,Nein,Nein,,,,235 Telekommunikation,,,;;;;;;;;;;;;;
1.1.2.1.11,Vorgang,Grabenarbeiten: Pumpengefälle,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Etappe: Baubeginn vereinfacht,28,18027,1,5,26AA,2022-01-05 08:00,2022-01-05 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.1.12,Vorgang,Versetzen: Prov. Pumpe,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Etappe: Baubeginn vereinfacht,29,18032,1,5,28AA,2022-01-05 08:00,2022-01-05 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.1.13,Vorgang,Spitzarbeiten: Betonblöcke spitzen,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Etappe: Baubeginn vereinfacht,30,18033,2,5,27,2022-01-07 08:00,2022-01-10 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.1.14,Vorgang,Entsorgung: Invasiver Neophyten,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Etappe: Baubeginn vereinfacht,31,18034,2,5,30,2022-01-11 08:00,2022-01-12 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.1.15,Vorgang,Abhumusierung (Mutterboden),Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Etappe: Baubeginn vereinfacht,32,18035,3,5,31,2022-01-13 08:00,2022-01-17 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.2,Subtitel 3,Vorbereitungsarbeiten Horwersstrasse,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke,33,9022,42,4,,2023-01-09 08:00,2023-03-07 17:00,Nein,Ja,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.2.1,Vorgang,Freilegung Gasleitung,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Vorbereitungsarbeiten Horwersstrasse,34,14996,3,5,,2023-01-09 08:00,2023-01-11 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.2.2,Vorgang,Freilegung Wasserleitung,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Vorbereitungsarbeiten Horwersstrasse,35,14997,2,5,34,2023-01-12 08:00,2023-01-13 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.2.3,Vorgang,Freilegung Kabelblock CKW,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Vorbereitungsarbeiten Horwersstrasse,36,14995,2,5,35,2023-01-16 08:00,2023-01-17 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.2.4,Vorgang,Graben erstellen entlang Horwerstrasse,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Vorbereitungsarbeiten Horwersstrasse,37,9021,10,5,36,2023-01-18 08:00,2023-01-31 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.2.5,Vorgang,Gasleitung neu Verlegen,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Vorbereitungsarbeiten Horwersstrasse,38,14992,15,5,37,2023-02-01 08:00,2023-02-21 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.2.6,Vorgang,Wasserleitung neu Verlegen inkl. Schieber,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Vorbereitungsarbeiten Horwersstrasse,39,14991,5,5,38,2023-02-22 08:00,2023-02-28 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.2.7,Vorgang,Neuer Kontrollschacht Schmutzwassser setzen,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Vorbereitungsarbeiten Horwersstrasse,40,14993,2,5,38,2023-02-22 08:00,2023-02-23 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.2.8,Vorgang,Neuer Kabelschacht erstellen,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Vorbereitungsarbeiten Horwersstrasse,41,14994,5,5,38,2023-02-22 08:00,2023-02-28 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.1.2.2.9,Vorgang,Neuer Kabelblock 20m in Mattenhofstrasse erstellen für prof. Trafo,Terminprogramm Ausführung - Bauvorbereitungen - Bauvorbereitung & Werkleitungen fremde Gewerke - Vorbereitungsarbeiten Horwersstrasse,42,14998,5,5,41,2023-03-01 08:00,2023-03-07 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.2,Subtitel 1,Werkleitungen / Tiefbau,Terminprogramm Ausführung,43,20449,1153,2,,2021-12-13 08:00,2026-08-24 17:00,Nein,Ja,,,,,,,;;;;;;;;;;;;;
1.2.1,Subtitel 2,Meilensteine + Werkleitungsbau gem. Emch + Berger,Terminprogramm Ausführung - Werkleitungen / Tiefbau,44,20125,927,3,,2021-12-13 08:00,2025-09-22 08:00,Nein,Ja,,,,,,,;;;;;;;;;;;;;
1.2.1.1,Vorgang,Rückzug Spundwände,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Meilensteine + Werkleitungsbau gem. Emch + Berger,45,20127,34,4,,2024-02-12 08:00,2024-03-28 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.2.1.2,Vorgang,Neubau SeeEnergie Horwerstrasse,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Meilensteine + Werkleitungsbau gem. Emch + Berger,46,20128,60,4,,2024-03-20 08:00,2024-06-18 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.2.1.3,Vorgang,Gerüst Demontage ''Scheibe'',Terminprogramm Ausführung - Werkleitungen / Tiefbau - Meilensteine + Werkleitungsbau gem. Emch + Berger,47,20129,0,4,,2021-12-13 08:00,2021-12-13 08:00,Ja,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.2.1.4,Vorgang,Gerüst Demontage ''Arena'',Terminprogramm Ausführung - Werkleitungen / Tiefbau - Meilensteine + Werkleitungsbau gem. Emch + Berger,48,20130,0,4,729;733,2025-03-25 08:00,2025-03-25 08:00,Ja,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;
1.2.1.5,Vorgang,Gerüst Demontage ''PAH'',Terminprogramm Ausführung - Werkleitungen / Tiefbau - Meilensteine + Werkleitungsbau gem. Emch + Berger,49,20794,0,4,246,2024-10-07 17:00,2024-10-07 17:00,Ja,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.2.1.6,Vorgang,Baustellenpraxis Norseite ausserbetrieb,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Meilensteine + Werkleitungsbau gem. Emch + Berger,50,20131,0,4,,2025-09-22 08:00,2025-09-22 08:00,Ja,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.2.2,Subtitel 2,Werkleitungsbau gem. Emch + Berger,Terminprogramm Ausführung - Werkleitungen / Tiefbau,51,14999,466,3,,2024-09-24 08:00,2026-08-24 17:00,Nein,Ja,,,,,,,;;;;;;;;;;;;;
1.2.2.1,Subtitel 3,Etappe 0 Wasseraufstösse Turm,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger,52,22682,6,4,,2024-09-24 08:00,2024-10-01 17:00,Nein,Ja,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.2.2.1.1,Vorgang,Aushub,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 0 Wasseraufstösse Turm,53,22683,3,5,671AA,2024-09-24 08:00,2024-09-26 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.2.2.1.2,Vorgang,Abdichtungen,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 0 Wasseraufstösse Turm,54,22684,2,5,53,2024-09-27 08:00,2024-09-30 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.2.2.1.3,Vorgang,Boden ausgleichen,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 0 Wasseraufstösse Turm,55,22687,1,5,54,2024-10-01 08:00,2024-10-01 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.2.2.2,Subtitel 3,Etappe 1.1 (Anschluss Horwerstrasse)(30m+15m),Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger,56,15000,15,4,,2024-11-11 08:00,2024-11-29 17:00,Nein,Ja,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.2.2.2.1,Vorgang,Etappe 1.1.1,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 1.1 (Anschluss Horwerstrasse)(30m+15m),57,22690,0,5,58AA,2024-11-11 08:00,2024-11-11 08:00,Ja,Nein,,,,,,,;;;;;;;;;;;;;
1.2.2.2.2,Vorgang,Kanalisation,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 1.1 (Anschluss Horwerstrasse)(30m+15m),58,22689,5,5,59AA-4t,2024-11-11 08:00,2024-11-15 17:00,Nein,Nein,,,,,,,;;;;;;;;;;;;;
"1.2.2.2.3,Vorgang,""Enrichten inkl. LSA, Belag, Abbruch, Aushub"",Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 1.1 (Anschluss Horwerstrasse)(30m+15m),59,15006,4,5,717AA,2024-11-15 08:00,2024-11-20 17:00,Nein,Nein,,,,201 Tiefbau,,,";;;;;;;;;;;;;
1.2.2.2.4,Vorgang,Erstellen Betonschlepp-Platte und Holzpfähle,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 1.1 (Anschluss Horwerstrasse)(30m+15m),60,15007,3,5,59EA-1t,2024-11-20 08:00,2024-11-22 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.2.2.2.5,Vorgang,Erstellung Werkleitungen und Kanalisation inkl. Beihilfe Werke,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 1.1 (Anschluss Horwerstrasse)(30m+15m),61,15010,4,5,60EA-1t,2024-11-22 08:00,2024-11-27 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
"1.2.2.2.6,Vorgang,""Auffüllungen inkl. Kofferungen, Randtsein, Belag";" Trag-und Binder"",Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 1.1 (Anschluss Horwerstrasse)(30m+15m),62,15009,2,5,61,2024-11-28 08:00,2024-11-29 17:00,Nein,Nein,,,,201 Tiefbau,,,";;;;;;;;;;;;
"1.2.2.3,Subtitel 3,""Etappe 1.2 (ca. 40m)                                                                            (muss erweitert werden anfangs ET3,Werkleitungen)"",Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger,63,16180,11,4,,2025-09-15 08:00,2025-09-29 17:00,Nein,Ja,,,,201 Tiefbau,,,";;;;;;;;;;;;;
"1.2.2.3.1,Vorgang,""Umstellen, Aushub Werkleitung, Kanalisation und Holzpfähle"",""Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 1.2 (ca. 40m)                                                                            (muss erweitert werden anfangs ET3,Werkleitungen)"",64,16181,5,5,,2025-09-15 08:00,2025-09-19 17:00,Nein,Nein,,,,201 Tiefbau,,,";;;;;;;;;;;;;
"1.2.2.3.2,Vorgang,Beihilfe Werke und erstellen Rinnen und Retentionsanlagen,""Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 1.2 (ca. 40m)                                                                            (muss erweitert werden anfangs ET3,Werkleitungen)"",65,16182,5,5,64EA-1t,2025-09-19 08:00,2025-09-25 17:00,Nein,Nein,,,,201 Tiefbau,,,";;;;;;;;;;;;;
"1.2.2.3.3,Vorgang,""Auffüllungen inkl. Kofferung, Belag";" Trag- und Binder"",""Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 1.2 (ca. 40m)                                                                            (muss erweitert werden anfangs ET3,Werkleitungen)"",66,16183,3,5,65EA-1t,2025-09-25 08:00,2025-09-29 17:00,Nein,Nein,,,,201 Tiefbau,,,";;;;;;;;;;;;
"1.2.2.3.4,Vorgang,""Erstellen Betonstützmauer, Auffüllungen und Blockstufen (Treppe) ggf. zweite Gruppe"",""Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 1.2 (ca. 40m)                                                                            (muss erweitert werden anfangs ET3,Werkleitungen)"",67,16184,6,5,66AE+1t,2025-09-18 08:00,2025-09-25 17:00,Nein,Nein,,,,201 Tiefbau,,,";;;;;;;;;;;;;
1.2.2.4,Subtitel 3,Etappe 2.1 (LSA inkl. VD manuell)(ca.40m),Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger,68,20135,16,4,,2024-11-15 08:00,2024-12-06 17:00,Nein,Ja,,,,201 Tiefbau,,,;;;;;;;;;;;;;
"1.2.2.4.1,Vorgang,""Enrichten inkl. LSA, Belag, Abbruch, Aushub"",Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 2.1 (LSA inkl. VD manuell)(ca.40m),69,20136,4,5,718AA,2024-11-15 08:00,2024-11-20 17:00,Nein,Nein,,,,201 Tiefbau,,,";;;;;;;;;;;;;
1.2.2.4.2,Vorgang,Ausbau der Trafostation,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 2.1 (LSA inkl. VD manuell)(ca.40m),70,22713,11,5,69AA+1t,2024-11-18 08:00,2024-12-02 17:00,Nein,Nein,,,,230 Elektro,,,;;;;;;;;;;;;;
1.2.2.4.3,Vorgang,Erstellen Betonschlepp-Platte und Holzpfähle,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 2.1 (LSA inkl. VD manuell)(ca.40m),71,20137,2,5,69EA-1t,2024-11-20 08:00,2024-11-21 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.2.2.4.4,Vorgang,Erstellung Werkleitungen und Kanalisation inkl. Beihilfe Fernwärme,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 2.1 (LSA inkl. VD manuell)(ca.40m),72,20138,4,5,71EA-1t,2024-11-21 08:00,2024-11-26 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.2.2.4.5,Vorgang,20 kV Kabelarbeiten mit IBN der Trafostation,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 2.1 (LSA inkl. VD manuell)(ca.40m),73,21113,5,5,72EA+3t,2024-12-02 08:00,2024-12-06 17:00,Nein,Nein,,,,230 Elektro,,,;;;;;;;;;;;;;
"1.2.2.4.6,Vorgang,""Auffüllungen inkl. Kofferungen, Randtsein, Belag";" Trag-und Binder"",Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 2.1 (LSA inkl. VD manuell)(ca.40m),74,20139,3,5,72AA+1t,2024-11-22 08:00,2024-11-26 17:00,Nein,Nein,,,,201 Tiefbau,,,";;;;;;;;;;;;
"1.2.2.4.7,Vorgang,""Umstellen in Strasse, Abbruch, Grabenarbeiten und Beihilfe Wasserversorgung"",Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 2.1 (LSA inkl. VD manuell)(ca.40m),75,20145,5,5,74EA-1t,2024-11-26 08:00,2024-12-02 17:00,Nein,Nein,,,,201 Tiefbau,,,";;;;;;;;;;;;;
1.2.2.5,Subtitel 3,Etappe 2.2 (LSA)(ca. 50m),Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger,76,20140,20,4,,2025-02-27 08:00,2025-03-26 17:00,Nein,Ja,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.2.2.5.1,Vorgang,Wasserleitung von 2.1 und 2.2,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 2.2 (LSA)(ca. 50m),77,22693,0,5,78AA,2025-02-27 08:00,2025-02-27 08:00,Ja,Nein,,,,,,,;;;;;;;;;;;;;
1.2.2.5.2,Vorgang,Wasserleitungsbau,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 2.2 (LSA)(ca. 50m),78,22692,5,5,79AA-5t,2025-02-27 08:00,2025-03-05 17:00,Nein,Nein,,,,,,,;;;;;;;;;;;;;
"1.2.2.5.3,Vorgang,""Umstellen, Aushub Werkleitung und Kanalisation"",Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 2.2 (LSA)(ca. 50m),79,20141,4,5,1823,2025-03-06 08:00,2025-03-11 17:00,Nein,Nein,,,,201 Tiefbau,,,";;;;;;;;;;;;;
1.2.2.5.4,Vorgang,Erstellen Betonschlepp-Platte und Holzpfähle,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 2.2 (LSA)(ca. 50m),80,20146,2,5,79EA-1t,2025-03-11 08:00,2025-03-12 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
1.2.2.5.5,Vorgang,Beihilfe Werke und erstellen Rinnen und Retentionsanlagen,Terminprogramm Ausführung - Werkleitungen / Tiefbau - Werkleitungsbau gem. Emch + Berger - Etappe 2.2 (LSA)(ca. 50m),81,20142,4,5,80EA-1t,2025-03-12 08:00,2025-03-17 17:00,Nein,Nein,,,,201 Tiefbau,,,;;;;;;;;;;;;;
